Grain_Type,Temperature,Humidity,Storage_Days,Airflow,Dew_Point,Ambient_Light,Pest_Presence,Grain_Moisture,Rainfall,Spoilage_Class,Hours_To_Spoilage
Maize,22.94,71.75,259,0.292,17.56,103.0,0.372,12.73,4.9,1,150
Barley,22.77,71.73,294,0.461,17.39,175.6,0.244,12.95,8.7,1,121
Rice,17.2,47.73,41,0.922,6.01,22.2,0.087,11.12,0.7,0,587
Barley,21.03,78.0,399,0.141,17.04,124.5,0.281,14.34,4.5,2,36
Sorghum,22.31,79.59,500,0.371,18.6,41.7,0.312,12.98,5.0,1,62
Wheat,33.13,83.96,519,0.12,30.04,41.5,0.79,16.81,25.7,2,6
Barley,16.19,70.53,341,0.331,10.82,106.4,0.269,13.49,9.4,1,101
Barley,17.17,69.81,228,0.318,11.61,52.7,0.344,13.23,4.0,1,207
Wheat,36.04,82.22,730,0.046,32.51,248.4,0.951,18.88,9.6,2,2
Barley,13.85,49.43,177,0.387,3.44,18.8,0.089,9.12,0.7,0,585
Maize,11.92,55.43,61,0.686,3.27,48.8,0.082,10.23,2.9,0,575
Barley,25.6,77.34,145,0.258,21.33,14.0,0.137,14.02,7.1,1,66
Barley,20.87,79.11,176,0.216,17.11,23.6,0.362,14.96,8.5,1,40
Sorghum,37.22,80.68,508,0.102,33.32,182.0,0.46,18.82,8.1,2,2
Sorghum,24.0,67.92,231,0.348,17.7,186.8,0.245,15.63,6.2,1,331
Wheat,31.28,78.03,459,0.091,26.98,164.4,0.717,16.92,10.0,2,9
Sorghum,33.06,71.61,369,0.1,27.22,187.2,0.62,13.42,14.2,2,12
Rice,40.18,85.99,528,0.063,37.37,41.8,0.94,19.37,21.7,2,2
Wheat,25.22,80.39,375,0.43,21.59,175.1,0.312,14.41,1.9,2,21
Barley,33.44,75.62,566,0.187,28.53,143.4,0.999,20.98,6.3,2,4
Barley,25.54,68.61,320,0.179,19.33,48.1,0.417,15.61,5.7,2,36
Maize,19.88,69.38,135,0.261,14.1,56.3,0.35,16.91,9.2,1,106
Sorghum,18.96,51.18,102,0.58,8.64,48.7,0.077,11.74,2.7,0,511
Rice,35.5,91.06,443,0.171,33.81,111.3,0.963,19.66,22.2,2,1
Wheat,22.91,73.74,284,0.302,17.97,129.7,0.231,16.03,5.3,2,94
Wheat,8.56,50.42,49,0.872,-1.16,30.5,0.004,9.13,0.3,0,579
Maize,30.78,82.52,209,0.165,27.45,247.1,0.656,21.3,7.2,2,4
Rice,25.17,69.16,314,0.112,19.11,175.3,0.131,17.54,2.2,1,101
Barley,30.53,81.21,293,0.311,26.93,78.1,0.147,16.96,9.1,2,17
Barley,11.89,65.94,69,0.946,5.73,27.6,0.086,11.44,2.1,0,552
Wheat,10.3,50.09,69,0.812,0.36,23.0,0.005,9.75,0.1,0,574
Sorghum,21.47,65.56,458,0.379,14.74,114.5,0.347,13.75,9.6,1,174
Maize,17.91,73.88,362,0.291,13.18,77.8,0.449,14.86,9.4,1,63
Rice,18.06,62.01,73,0.823,10.67,4.9,0.136,10.31,0.5,0,539
Barley,9.51,46.32,5,0.831,-1.44,5.8,0.086,9.44,2.6,0,549
Maize,7.36,60.16,98,0.5,0.14,12.2,0.148,9.62,2.5,0,570
Maize,4.69,55.74,12,0.374,-3.4,16.0,0.028,9.37,1.6,0,505
Sorghum,23.55,62.9,123,0.414,16.06,36.3,0.068,10.02,0.2,0,499
Barley,24.24,68.79,353,0.383,18.13,67.1,0.498,14.92,6.7,1,99
Sorghum,21.8,56.69,39,0.994,12.81,15.5,0.034,7.8,1.6,0,601
Wheat,12.69,59.58,148,0.518,5.02,27.9,0.039,10.6,0.4,0,525
Barley,34.19,81.01,270,0.0,30.45,284.4,0.57,17.52,19.2,2,8
Maize,36.07,89.65,455,0.146,34.09,153.4,0.875,22.12,23.9,2,1
Wheat,33.18,88.9,439,0.179,31.09,97.5,0.875,20.21,5.4,2,1
Sorghum,39.31,79.48,730,0.114,35.08,70.1,0.631,15.49,25.1,2,8
Rice,18.84,38.72,58,0.374,4.48,5.5,0.02,12.0,2.6,0,518
Rice,18.75,57.08,9,0.889,10.07,25.7,0.101,10.54,2.1,0,569
Rice,32.14,75.98,325,0.122,27.35,71.2,0.37,15.63,8.7,1,28
Wheat,8.39,52.44,139,0.488,-0.78,38.4,0.123,8.92,1.5,0,502
Barley,19.84,76.65,139,0.396,15.61,46.2,0.327,16.71,1.1,2,74
Maize,4.03,56.96,14,0.3,-3.72,40.1,0.135,7.26,2.4,0,519
Wheat,18.61,72.3,490,0.494,13.52,197.0,0.475,11.89,2.2,1,115
Wheat,31.94,80.53,730,0.145,28.16,165.0,0.554,18.99,25.3,2,5
Rice,32.94,73.54,176,0.26,27.57,95.3,0.217,18.09,8.5,1,44
Wheat,17.48,76.02,229,0.145,13.2,15.9,0.228,14.55,5.9,1,97
Barley,36.43,79.89,368,0.077,32.38,79.3,0.456,18.75,17.5,2,4
Sorghum,40.75,79.25,730,0.106,36.43,256.7,0.437,17.88,15.2,2,5
Maize,20.67,65.1,333,0.482,13.87,112.2,0.367,15.7,5.6,1,99
Rice,18.93,54.17,8,0.398,9.46,13.1,0.006,12.16,1.9,0,548
Sorghum,29.51,79.73,345,0.142,25.63,124.6,0.452,11.91,6.2,1,38
Maize,31.4,82.05,458,0.089,27.95,54.6,0.724,22.08,23.6,2,3
Maize,29.63,85.53,299,0.079,26.94,114.3,0.711,22.22,16.0,2,4
Barley,12.05,42.42,107,0.581,-0.33,8.2,0.023,10.28,1.8,0,601
Wheat,5.86,44.81,87,0.96,-5.21,34.6,0.138,10.14,2.5,0,494
Wheat,9.05,57.17,20,0.779,1.03,45.7,0.043,9.54,1.9,0,539
Maize,8.52,55.04,65,0.83,0.01,12.6,0.129,7.96,0.8,0,597
Barley,33.69,87.21,436,0.133,31.26,280.3,0.82,15.99,19.4,2,6
Sorghum,25.06,66.49,214,0.879,18.37,21.4,0.032,10.41,2.3,1,472
Barley,10.77,49.14,93,0.72,0.53,17.2,0.011,9.28,1.4,0,560
Wheat,12.48,55.33,123,0.804,3.77,10.2,0.078,13.47,1.9,0,595
Sorghum,22.28,57.63,229,0.417,13.51,12.3,0.007,10.33,2.4,0,445
Maize,10.35,55.13,89,0.561,1.73,21.0,0.008,10.16,0.8,0,590
Rice,39.93,82.59,442,0.122,36.38,229.3,0.868,21.32,16.7,2,2
Rice,31.39,72.71,157,0.101,25.88,128.4,0.465,15.04,4.4,1,37
Rice,35.02,80.27,313,0.243,31.1,107.1,0.247,14.34,2.8,2,12
Rice,32.56,69.05,299,0.363,26.13,194.4,0.218,16.34,8.4,1,73
Rice,16.65,47.08,83,0.625,5.31,39.3,0.068,12.97,1.0,0,509
Sorghum,31.21,72.06,270,0.44,25.56,154.8,0.447,12.03,3.5,1,41
Maize,34.72,86.18,355,0.157,32.06,161.9,0.79,18.39,18.2,2,3
Maize,12.23,64.2,24,0.372,5.66,15.1,0.082,9.97,1.0,0,551
Rice,16.81,60.13,29,0.632,9.03,40.1,0.024,11.54,1.1,0,567
Wheat,0.98,58.2,163,0.332,-6.3,47.0,0.036,13.41,0.5,0,512
Sorghum,26.92,80.17,285,0.393,23.2,192.1,0.206,16.55,8.0,2,63
Rice,20.17,47.38,50,0.707,8.61,11.0,0.013,11.19,1.6,0,587
Sorghum,32.05,72.78,268,0.483,26.53,58.2,0.337,17.59,0.6,1,31
Wheat,8.28,62.92,179,0.763,1.64,10.6,0.094,9.56,0.4,0,572
Barley,18.05,72.4,372,0.391,13.01,89.0,0.178,16.06,3.1,2,83
Barley,16.17,76.74,227,0.332,12.08,184.8,0.405,12.02,9.2,1,145
Maize,8.08,53.7,77,0.928,-0.74,31.2,0.043,12.41,2.3,0,582
Rice,17.8,48.08,5,0.333,6.66,17.7,0.037,14.05,0.8,0,549
Rice,27.96,72.17,240,0.275,22.47,58.2,0.177,16.28,0.9,1,103
Barley,33.2,78.92,588,0.089,29.03,260.8,0.702,18.2,15.2,2,6
Wheat,31.41,69.12,647,0.147,25.05,266.5,0.959,16.79,27.5,2,14
Barley,15.51,47.5,53,0.579,4.39,19.7,0.057,10.02,0.1,0,567
Maize,21.33,65.85,324,0.427,14.68,179.2,0.305,15.11,7.9,1,172
Barley,19.45,74.93,302,0.216,14.88,48.3,0.314,12.79,5.5,1,59
Maize,10.18,45.26,114,0.996,-1.14,19.6,0.056,9.55,1.2,0,570
Barley,21.0,60.61,226,0.451,13.09,180.6,0.246,13.9,9.1,1,300
Maize,10.9,53.68,76,0.835,1.87,38.4,0.045,9.32,2.9,0,574
Rice,37.94,84.96,268,0.118,34.96,295.5,0.907,21.51,11.0,2,2
Wheat,29.28,79.28,159,0.235,25.31,154.3,0.44,16.84,2.6,2,26
Sorghum,32.96,65.24,401,0.431,25.55,153.5,0.241,15.42,7.0,2,85
Rice,19.35,49.57,103,0.685,8.53,6.7,0.042,8.49,3.0,0,585
Rice,17.27,60.89,102,0.79,9.65,5.3,0.123,14.18,0.6,0,523
Wheat,10.8,58.95,43,0.501,3.1,18.9,0.023,12.14,0.8,0,563
Rice,27.24,65.7,246,0.117,20.25,118.4,0.217,17.1,1.8,1,113
Wheat,19.36,74.16,308,0.454,14.64,119.2,0.201,15.48,1.9,1,96
Wheat,9.49,53.3,20,0.823,0.47,38.8,0.079,10.71,0.6,0,545
Barley,10.12,52.75,65,0.491,0.91,41.1,0.124,10.04,0.9,0,503
Barley,18.04,70.48,267,0.492,12.59,183.9,0.326,13.32,8.7,1,83
Sorghum,24.54,57.69,168,0.753,15.64,2.9,0.128,8.34,1.0,0,499
Wheat,6.35,61.26,107,0.931,-0.56,21.6,0.006,10.84,1.1,0,546
Barley,7.95,66.7,117,0.374,2.14,3.1,0.003,7.41,0.2,0,509
Rice,28.98,68.85,246,0.47,22.67,114.2,0.19,15.99,1.0,1,236
Maize,7.16,49.76,107,0.883,-2.63,36.8,0.032,11.46,1.2,0,536
Wheat,35.17,77.68,545,0.051,30.66,245.4,0.592,20.05,28.4,2,3
Wheat,11.19,51.56,21,0.644,1.58,11.7,0.132,12.06,2.3,0,528
Wheat,8.66,62.51,97,0.756,1.9,46.5,0.063,12.87,2.9,0,536
Barley,16.57,77.55,207,0.49,12.63,134.1,0.166,16.22,3.5,2,96
Sorghum,19.6,54.46,105,0.779,10.16,22.9,0.085,10.58,2.7,0,539
Sorghum,15.26,55.47,120,0.479,6.4,2.8,0.146,8.1,1.6,0,551
Barley,21.3,74.99,239,0.263,16.68,101.2,0.471,15.12,5.5,1,38
Wheat,11.31,54.42,176,0.981,2.45,13.4,0.149,9.83,0.4,0,587
Sorghum,24.68,72.66,487,0.184,19.43,148.3,0.498,15.4,8.8,1,54
Maize,9.61,39.76,102,0.427,-3.41,5.9,0.05,12.02,0.9,0,513
Sorghum,21.46,53.89,60,0.566,11.73,33.0,0.051,10.05,0.7,0,506
Sorghum,19.82,66.2,72,0.494,13.32,49.1,0.081,10.35,0.8,0,576
Barley,20.87,67.6,214,0.104,14.65,82.6,0.166,13.69,9.9,1,143
Barley,29.68,75.88,296,0.155,24.96,12.1,0.459,19.45,22.7,2,12
Rice,18.49,57.81,82,0.438,10.02,27.0,0.04,11.13,1.9,0,600
Barley,13.52,49.63,121,0.868,3.19,43.2,0.002,12.54,0.2,0,501
Rice,37.68,87.0,240,0.112,35.13,257.7,0.615,21.11,27.0,2,2
Barley,20.77,70.46,338,0.113,15.19,89.7,0.361,14.38,4.8,1,53
Barley,29.19,79.34,544,0.104,25.23,281.9,0.889,19.0,27.8,2,10
Barley,28.92,81.15,243,0.324,25.35,96.9,0.323,12.04,4.7,1,44
Maize,22.48,80.18,329,0.3,18.89,111.4,0.403,15.36,6.2,2,43
Barley,11.68,52.79,90,0.378,2.36,41.5,0.095,12.07,0.3,0,519
Sorghum,15.29,53.43,218,0.42,5.88,15.3,0.113,10.97,2.0,0,455
Barley,30.34,78.84,621,0.102,26.24,249.7,0.809,16.06,6.9,2,10
Wheat,15.63,60.71,396,0.487,8.06,187.2,0.442,17.69,7.2,1,75
Barley,10.55,50.25,38,0.624,0.63,25.8,0.058,10.27,0.2,0,507
Sorghum,26.24,62.39,369,0.387,18.47,87.1,0.281,13.2,7.2,1,235
Maize,10.28,48.04,11,0.366,-0.24,36.1,0.092,11.96,2.8,0,492
Maize,22.89,80.13,201,0.283,19.28,66.7,0.155,16.08,9.1,2,71
Rice,36.59,81.47,498,0.127,32.88,73.7,0.928,17.99,27.2,2,3
Maize,20.87,74.83,332,0.165,16.23,163.5,0.188,14.4,0.6,1,85
Barley,24.18,78.98,387,0.358,20.3,36.2,0.308,12.66,8.7,2,67
Maize,9.27,58.77,48,0.887,1.62,8.5,0.029,12.19,2.1,0,563
Wheat,14.68,59.93,155,0.717,6.98,43.5,0.053,10.11,0.2,0,532
Maize,35.97,84.93,327,0.112,33.02,135.5,0.644,15.35,5.0,2,5
Sorghum,39.28,79.59,427,0.018,35.08,235.4,0.936,14.63,25.7,2,7
Barley,24.15,59.55,195,0.184,15.77,193.5,0.33,14.41,0.8,1,146
Barley,6.58,63.77,80,0.883,0.21,45.3,0.09,9.92,2.1,0,511
Barley,22.84,73.68,420,0.156,17.89,108.8,0.352,14.44,7.2,1,54
Rice,16.36,55.09,58,0.813,7.32,47.3,0.139,13.84,0.5,0,595
Barley,27.03,79.96,371,0.153,23.27,59.2,0.381,20.25,8.8,2,8
Wheat,31.08,75.86,629,0.147,26.3,228.6,0.891,18.1,18.7,2,7
Rice,22.21,33.62,9,0.589,5.43,41.2,0.118,15.0,0.0,0,593
Barley,17.15,70.43,372,0.344,11.72,192.8,0.141,13.93,2.0,1,106
Barley,26.54,74.83,472,0.015,21.7,16.5,0.831,15.19,12.0,2,24
Sorghum,20.97,38.63,15,0.425,6.34,39.5,0.143,9.76,1.7,0,535
Rice,27.78,68.44,291,0.477,21.43,142.5,0.192,15.93,0.4,1,339
Wheat,10.75,65.35,23,0.595,4.51,35.4,0.087,12.71,1.1,0,570
Sorghum,20.14,57.0,107,0.369,11.35,12.4,0.048,10.71,2.8,0,516
Wheat,3.64,47.31,141,0.874,-6.53,44.6,0.12,10.82,1.9,0,599
Rice,20.01,52.68,25,0.954,10.04,37.0,0.078,12.01,2.3,0,580
Wheat,12.19,44.96,173,0.673,0.59,11.9,0.003,11.29,0.4,0,514
Rice,18.87,58.94,97,0.55,10.66,24.1,0.021,13.27,2.4,0,596
Barley,11.6,52.51,109,0.571,2.21,33.7,0.004,9.16,2.0,0,524
Sorghum,33.4,77.66,485,0.362,28.95,109.8,0.473,14.25,1.1,2,17
Wheat,15.12,74.58,367,0.429,10.63,144.3,0.218,16.98,8.5,2,72
Barley,31.43,76.06,465,0.059,26.69,102.8,0.822,13.65,17.5,2,12
Rice,30.07,66.54,229,0.237,23.14,12.5,0.309,15.41,5.7,1,66
Rice,22.79,47.02,62,0.51,10.89,44.6,0.133,14.44,2.5,0,572
Barley,19.85,74.58,424,0.312,15.2,175.1,0.253,13.39,8.2,1,107
Sorghum,23.52,65.36,120,0.975,16.64,18.3,0.105,10.65,2.2,0,508
Barley,10.18,55.24,173,0.557,1.6,16.0,0.02,9.61,2.6,0,529
Rice,32.12,78.49,288,0.252,27.89,91.2,0.42,13.63,7.5,1,48
Sorghum,35.18,75.32,323,0.499,30.13,37.3,0.22,16.74,3.7,2,13
Maize,9.28,42.91,109,0.819,-2.68,44.7,0.039,11.01,1.8,0,503
Rice,22.7,61.18,47,0.869,14.83,8.3,0.09,12.69,0.7,0,515
Rice,37.25,76.17,93,0.433,32.33,102.2,0.21,15.29,5.3,1,47
Barley,12.94,46.5,70,0.952,1.75,5.1,0.052,10.01,2.2,0,589
Maize,19.04,73.07,119,0.224,14.1,113.3,0.345,15.38,5.6,1,172
Maize,34.97,75.72,326,0.047,30.02,40.6,0.555,20.7,29.9,2,4
Maize,26.37,69.59,165,0.419,20.35,20.3,0.105,14.44,3.2,1,196
Sorghum,17.08,61.16,19,0.426,9.54,0.3,0.113,11.98,0.8,0,528
Barley,29.73,80.45,409,0.124,25.99,251.6,0.955,18.34,10.6,2,6
Wheat,7.33,52.18,136,0.401,-1.83,0.8,0.111,11.92,2.5,0,575
Barley,9.54,67.05,50,0.559,3.73,5.0,0.021,9.96,0.3,0,571
Rice,18.27,57.04,10,0.967,9.61,13.2,0.004,12.89,2.8,0,493
Barley,11.41,53.21,135,0.48,2.22,7.1,0.037,10.76,2.4,0,583
Sorghum,20.15,53.06,3,0.68,10.28,1.9,0.043,11.28,2.8,0,565
Barley,9.89,47.81,88,0.886,-0.66,16.9,0.068,10.45,2.5,0,580
Wheat,13.85,75.22,306,0.436,9.54,192.3,0.413,13.06,1.1,1,67
Wheat,38.16,74.98,492,0.063,32.92,173.3,0.604,15.86,29.5,2,7
Barley,29.14,81.37,603,0.129,25.61,103.3,0.924,18.97,28.7,2,7
Sorghum,23.87,77.57,197,0.253,19.7,47.1,0.105,15.43,6.2,1,119
Rice,27.28,76.13,355,0.213,22.7,120.7,0.312,16.45,6.0,1,56
Maize,18.67,68.56,145,0.418,12.77,157.5,0.471,14.28,1.2,1,233
Maize,22.16,78.75,210,0.292,18.29,84.4,0.126,16.41,9.4,1,105
Maize,38.76,83.26,421,0.198,35.39,175.3,0.799,21.72,16.8,2,1
Barley,14.21,54.89,100,0.367,5.27,21.3,0.072,10.84,1.9,0,587
Rice,19.74,39.55,122,0.491,5.59,5.1,0.077,12.16,3.0,0,504
Maize,33.18,90.84,280,0.176,31.47,180.6,0.368,17.12,20.7,2,5
Barley,23.51,69.14,390,0.299,17.52,157.5,0.357,12.94,3.5,1,97
Rice,25.51,53.98,60,0.711,15.5,32.3,0.037,14.61,0.1,1,576
Maize,8.33,49.52,2,0.536,-1.61,30.7,0.072,11.66,2.4,0,586
Sorghum,34.6,88.4,566,0.024,32.39,271.2,0.71,18.18,29.6,2,2
Barley,10.1,54.73,183,0.79,1.4,22.4,0.096,11.75,0.5,0,430
Sorghum,22.51,55.52,51,0.811,13.15,10.7,0.07,11.6,3.0,0,563
Wheat,16.15,43.8,60,0.337,3.82,30.3,0.055,12.15,0.3,0,571
Sorghum,20.27,64.49,137,0.64,13.35,4.3,0.041,11.77,2.1,0,579
Sorghum,20.64,40.32,59,0.788,6.67,33.8,0.069,10.88,2.2,0,582
Wheat,20.6,78.25,170,0.315,16.67,193.9,0.18,12.47,5.5,1,138
Sorghum,35.3,77.38,649,0.03,30.72,286.1,0.794,18.68,28.9,2,5
Rice,43.79,81.08,503,0.034,39.8,47.5,0.99,23.97,29.0,2,2
Rice,35.01,97.35,298,0.104,34.52,166.9,0.416,25.52,22.4,2,1
Barley,21.54,71.63,135,0.468,16.19,71.6,0.12,15.32,6.7,1,131
Barley,20.82,73.08,196,0.38,15.81,92.5,0.292,14.66,9.4,1,133
Rice,17.13,58.23,12,0.686,8.85,1.4,0.014,11.56,3.0,0,599
Barley,32.48,81.43,436,0.084,28.88,123.2,0.734,18.44,18.3,2,5
Sorghum,15.9,43.42,168,0.588,3.47,41.1,0.048,8.42,0.9,0,512
Wheat,24.01,76.8,200,0.35,19.68,187.1,0.369,14.7,8.3,1,75
Rice,22.16,47.93,2,0.825,10.6,42.7,0.099,11.29,1.4,0,551
Sorghum,39.27,79.11,643,0.126,34.96,192.8,0.606,18.2,13.1,2,4
Maize,9.02,54.59,81,0.36,0.36,24.2,0.136,11.14,0.2,0,578
Sorghum,17.32,56.89,146,0.315,8.69,26.1,0.047,12.94,2.1,0,517
Wheat,12.79,74.53,368,0.101,8.38,184.1,0.437,12.81,5.2,1,88
Rice,38.38,82.47,422,0.094,34.85,165.1,0.91,19.18,16.9,2,3
Sorghum,27.07,76.38,360,0.18,22.55,73.6,0.386,13.81,9.6,1,48
Barley,19.45,86.8,361,0.461,17.19,42.1,0.407,13.49,3.7,2,30
Wheat,13.17,66.17,99,0.9,6.99,26.6,0.12,9.09,2.5,0,502
Wheat,17.95,74.65,481,0.243,13.38,52.0,0.178,14.37,7.6,1,100
Sorghum,22.23,67.57,218,0.256,15.93,119.7,0.383,14.91,0.1,1,110
Maize,12.04,49.71,20,0.39,1.85,43.9,0.051,8.36,0.1,0,496
Sorghum,32.91,87.24,346,0.272,30.5,81.7,0.494,12.22,0.8,1,7
Wheat,12.59,49.62,87,0.835,2.33,17.5,0.148,11.39,1.4,0,498
Rice,34.09,79.78,367,0.195,30.08,160.5,0.67,23.6,29.2,2,4
Sorghum,31.66,68.89,434,0.437,25.23,166.4,0.245,13.61,4.6,1,78
Sorghum,22.45,69.72,242,0.442,16.64,5.4,0.093,8.55,0.3,0,498
Rice,40.47,82.65,463,0.117,36.92,17.1,0.856,19.21,17.2,2,3
Maize,33.07,86.2,316,0.036,30.44,291.6,0.478,21.09,29.7,2,2
Maize,32.67,82.28,256,0.103,29.24,68.9,0.673,21.05,22.8,2,3
Sorghum,30.89,69.51,233,0.105,24.65,195.4,0.287,12.14,8.4,1,77
Sorghum,17.68,49.28,21,0.989,6.91,31.5,0.035,11.51,1.7,0,595
Rice,30.18,72.53,96,0.374,24.68,63.5,0.233,14.4,0.1,1,140
Rice,28.49,75.46,225,0.431,23.72,12.0,0.307,17.53,2.4,1,51
Rice,15.24,52.28,103,0.442,5.52,49.0,0.105,13.38,0.9,0,510
Rice,40.27,83.44,431,0.058,36.9,262.6,0.536,21.72,11.8,2,2
Barley,12.52,45.49,109,0.632,1.06,34.9,0.04,10.87,1.9,0,509
Rice,40.6,87.02,480,0.023,38.0,289.3,0.624,20.4,18.1,2,1
Sorghum,21.32,73.96,529,0.286,16.48,38.8,0.427,15.2,4.1,1,60
Maize,9.57,67.4,83,0.462,3.83,47.0,0.127,11.09,0.1,0,502
Sorghum,35.74,80.26,436,0.08,31.79,243.9,0.538,13.73,20.5,2,5
Wheat,18.41,68.03,184,0.487,12.4,162.7,0.473,16.69,7.1,1,87
Maize,24.7,73.95,152,0.327,19.73,97.0,0.194,12.38,6.8,1,271
Rice,32.01,68.52,356,0.376,25.47,190.0,0.125,15.37,9.7,1,142
Barley,10.52,64.5,129,0.382,4.11,44.5,0.067,10.28,1.8,0,585
Maize,10.68,69.54,36,0.478,5.34,48.3,0.125,11.4,0.7,0,540
Maize,12.24,49.93,119,0.322,2.1,25.0,0.094,10.12,0.1,0,493
Rice,40.91,81.76,250,0.013,37.15,135.9,0.42,20.94,10.4,2,2
Rice,38.18,81.43,541,0.068,34.42,89.3,0.897,22.95,24.8,2,1
Barley,25.22,81.0,172,0.353,21.72,21.9,0.162,12.15,9.7,1,104
Maize,9.58,45.84,46,0.921,-1.52,36.0,0.1,9.66,2.7,0,577
Sorghum,42.05,84.71,518,0.161,38.92,109.0,0.873,16.84,20.1,2,3
Barley,13.57,76.54,422,0.445,9.52,153.7,0.241,12.8,6.6,1,163
Rice,13.78,43.64,49,0.783,1.62,13.7,0.019,12.93,1.2,0,530
Sorghum,20.09,59.62,180,0.578,11.98,45.2,0.14,11.23,2.8,0,558
Sorghum,18.35,49.01,100,0.914,7.45,25.6,0.144,10.19,0.1,0,598
Maize,10.66,63.39,82,0.97,3.99,29.0,0.06,10.46,0.7,0,514
Wheat,40.12,76.1,730,0.012,35.08,52.0,0.54,20.51,22.2,2,3
Sorghum,36.43,73.42,202,0.247,30.89,63.6,0.298,14.66,1.2,2,18
Sorghum,29.83,70.75,435,0.267,23.93,15.6,0.388,16.38,1.3,2,38
Rice,24.23,62.23,120,0.872,16.54,26.4,0.133,10.08,1.0,0,506
Barley,26.07,64.05,285,0.358,18.73,198.8,0.28,15.95,9.5,1,166
Wheat,8.8,46.37,186,0.496,-2.07,17.8,0.125,12.39,1.8,0,491
Maize,32.57,80.45,361,0.137,28.75,247.6,0.361,20.54,5.6,2,2
Maize,27.54,69.36,214,0.246,21.41,108.5,0.453,17.81,0.7,1,82
Maize,37.81,81.56,364,0.0,34.09,259.7,0.958,19.11,16.6,2,3
Barley,11.62,64.26,116,0.855,5.1,29.1,0.024,10.65,0.2,0,550
Rice,19.72,57.4,120,0.484,11.06,48.1,0.046,12.44,3.0,0,554
Maize,14.13,72.09,154,0.468,9.17,162.9,0.429,16.37,5.8,1,138
Rice,39.21,81.07,307,0.042,35.34,152.6,0.699,23.59,15.3,2,1
Maize,13.44,66.84,59,0.323,7.4,32.4,0.099,11.6,2.5,0,498
Wheat,24.4,68.6,410,0.39,18.24,169.6,0.265,15.18,9.0,1,132
Rice,41.21,86.32,219,0.05,38.45,38.3,0.751,21.39,24.3,2,2
Barley,10.06,69.24,146,0.587,4.68,26.2,0.063,10.95,1.9,0,515
Wheat,12.0,59.87,138,0.348,4.44,33.1,0.049,10.44,2.9,0,523
Maize,35.84,86.34,417,0.146,33.19,165.5,0.777,22.09,19.0,2,1
Wheat,11.04,47.17,3,0.427,0.21,2.7,0.068,15.12,0.1,0,558
Wheat,15.89,67.78,441,0.379,9.94,191.7,0.4,14.66,0.0,1,93
Maize,15.62,43.14,32,0.976,3.13,15.7,0.107,9.53,2.6,0,503
Maize,20.19,74.01,358,0.497,15.4,19.2,0.301,16.57,3.4,1,54
Rice,38.31,83.36,348,0.176,34.97,87.4,0.776,21.16,23.0,2,2
Sorghum,17.09,65.25,184,0.482,10.51,10.9,0.004,10.35,0.9,0,487
Rice,38.51,83.5,241,0.192,35.2,120.8,0.501,24.69,25.0,2,1
Wheat,11.15,63.52,23,0.671,4.49,7.0,0.038,13.09,0.7,0,588
Maize,11.94,48.48,105,0.666,1.41,7.1,0.077,10.25,3.0,0,520
Barley,12.73,73.47,330,0.245,8.11,96.2,0.234,16.2,8.6,1,81
Maize,22.14,72.32,353,0.33,16.92,164.6,0.242,14.39,2.1,1,175
Sorghum,18.92,61.99,58,0.523,11.47,14.6,0.106,6.93,0.2,0,535
Barley,14.75,59.36,97,0.786,6.9,5.8,0.129,11.62,1.2,0,531
Barley,29.59,73.06,241,0.455,24.24,27.0,0.288,13.55,3.8,1,44
Maize,22.97,69.72,281,0.308,17.13,161.3,0.15,13.45,6.4,1,342
Rice,26.42,76.71,231,0.304,21.99,186.7,0.494,17.82,5.3,1,60
Sorghum,34.75,74.39,539,0.299,29.5,53.3,0.32,11.16,0.5,1,36
Wheat,8.99,55.76,112,0.306,0.62,11.2,0.109,8.35,2.9,0,534
Sorghum,31.45,68.88,481,0.427,25.03,108.0,0.254,12.87,7.4,1,76
Maize,34.15,80.35,513,0.158,30.27,179.2,0.564,22.28,13.2,2,3
Sorghum,40.52,78.42,378,0.191,36.01,193.5,0.882,18.5,25.2,2,5
Rice,34.94,68.45,300,0.199,28.24,172.6,0.219,13.32,0.7,1,136
Barley,26.03,82.25,205,0.226,22.76,103.2,0.283,15.23,5.6,2,38
Wheat,16.59,69.4,247,0.266,10.96,15.5,0.366,11.55,8.4,1,187
Maize,34.34,85.23,448,0.181,31.49,86.4,0.923,24.31,5.2,2,2
Wheat,28.34,82.48,349,0.11,25.06,137.9,0.782,18.14,12.2,2,6
Wheat,23.51,63.05,184,0.272,16.06,182.6,0.377,15.62,7.5,1,123
Barley,15.36,55.82,174,0.79,6.58,21.4,0.047,9.14,1.8,0,553
Maize,16.07,75.42,311,0.341,11.72,66.8,0.347,14.12,8.8,1,64
Sorghum,41.57,82.5,696,0.053,37.96,113.5,0.627,20.54,14.5,2,1
Wheat,23.72,80.25,409,0.396,20.11,176.3,0.304,14.98,3.9,2,47
Barley,24.44,76.47,153,0.141,20.02,106.6,0.211,15.37,8.7,2,54
Rice,22.04,47.09,97,0.512,10.23,15.4,0.033,13.2,0.5,0,561
Sorghum,31.61,79.63,262,0.113,27.64,86.7,0.371,14.62,8.0,2,17
Barley,27.78,83.44,586,0.095,24.71,147.0,0.588,17.66,26.7,2,12
Rice,38.49,86.26,192,0.145,35.77,180.3,0.377,23.08,18.6,2,1
